frame,divergence_max,divergence_rms,kinetic_energy,vorticity,measured_cells,mass,mass_inside,centroid_m,top_m,outflow_rate
1,0.000012715657589978946,0.000001742058342619198,0.000025926964579096744,0.00013359821034930134,65246,0.0013967717599180777,0.0013967717599180777,0.30003371180439475,0.44921875,0
2,0.000012969309409527341,0.0000018630491963239543,0.00010235140969804823,0.000619237873506813,67042,0.0027935433446445346,0.0027935433446445346,0.300124157920867,0.44921875,0
3,0.00001659989356994629,0.0000021213829506655175,0.00022813967348331158,0.0015977575673207555,69100,0.004190315019668693,0.004190315019668693,0.3003021573075921,0.44921875,0
4,0.000016869045794010162,0.0000026710158517661234,0.0004007091642532898,0.003176446169774549,70982,0.005587086496635763,0.005587086496635763,0.30059830039217994,0.44921875,0
5,0.000020130047460042988,0.0000031575112525539523,0.0006213555879282071,0.005460641049831935,73174,0.006983858875092111,0.006983858875092111,0.30102615566444113,0.44921875,0
6,0.000022387132048606873,0.000003568977705747594,0.0009020192781881197,0.008832347817071968,76596,0.00838063076566568,0.00838063076566568,0.3016167793334527,0.44921875,0
7,0.000026784837245941162,0.000004112053780685195,0.0012438788531276767,0.01290071502396542,80540,0.009777401393052549,0.009777401393052549,0.3023926094086769,0.44921875,0
8,0.000027198344469070435,0.0000044271755237566,0.0016483860908247671,0.017303955651421146,84762,0.011174172042420116,0.011174172042420116,0.30336585291142826,0.44921875,0
9,0.000030304570600492298,0.000004656163855071865,0.0021121030917793456,0.021950768256191282,88972,0.012570942768449079,0.012570942768449079,0.30454784815855807,0.44921875,0
10,0.000033768825232982635,0.00000489677366120067,0.0026407866604851115,0.027003772844082754,93388,0.013967714809587247,0.013967714809587247,0.30594285803812626,0.44921875,0
11,0.00004178285598754883,0.00000513993395387301,0.003223110532512985,0.03239340852174334,97602,0.015364486443922963,0.015364486443922963,0.3075580352185434,0.45703125,0
12,0.00003744661808013916,0.000005401372754816614,0.003871970315170561,0.038153522469804683,101974,0.016761256351246333,0.016761256351246333,0.3093949734626335,0.45703125,0
13,0.000044990330934524536,0.000005643372061222579,0.004629165199515137,0.04431301811701205,107524,0.01815802703870607,0.01815802703870607,0.3114543545770019,0.45703125,0
14,0.000049114227294921875,0.000005894785837694212,0.005472581578814258,0.050775349931283846,113456,0.0195548001875309,0.0195548001875309,0.3137293034242316,0.45703125,0
15,0.00006330013275146484,0.000006145192672764249,0.0063973836558571685,0.05739853578223366,119576,0.020951572405490525,0.020951572405490525,0.3162089694521185,0.46484375,0
16,0.00007295608520507813,0.00000650815092530063,0.007411361537058255,0.06447158222420298,126000,0.022348342905645323,0.022348342905645323,0.318883259739648,0.46484375,0
17,0.00008094310760498047,0.000007060299529451343,0.008505284613748778,0.0715941283544283,132530,0.023745118811505102,0.023745118811505102,0.32174076928113715,0.47265625,0
18,0.00008594989776611328,0.000007302896052003925,0.00968808055709065,0.07906745865589151,139292,0.025141891016715604,0.025141891016715604,0.32476612195594323,0.47265625,0
19,0.00008814409375190735,0.000007694445286671535,0.010919844243968073,0.08652301981474324,145748,0.026538659703116755,0.026538659703116755,0.3279436872574831,0.47265625,0
20,0.00009060371667146683,0.000007879579482186472,0.012180375967979384,0.09414202184673139,151652,0.027935429676352715,0.027935429676352715,0.3312546257902916,0.48046875,0
21,0.00009441375732421875,0.000008096535497412734,0.013610240883344157,0.10182588119370334,158872,0.02933220192658534,0.02933220192658534,0.3346812064423546,0.48828125,0
